recipenlg_어휘,flavorgraph_노드,매칭방식,recipenlg_빈도,부분후보
Chocolate Cocoa,,부분(미승인),30,cocoa|chocolate
watermelon radishes,,부분(미승인),30,watermelon
Amber,,부분(미승인),30,amber_rum|dark_amber_maple_syrup|amber_beer
wild arugula,,부분(미승인),30,arugula
whole wheat sandwich rolls,,부분(미승인),30,wheat
stalks Green onions,,부분(미승인),30,green
italian seasonings,italian_seasoning,정확(수),30,
Fleur,,부분(미승인),30,fleur_de_sel
head of escarole,,부분(미승인),30,escarole
Safflower Oil,safflower_oil,정확,30,
Salmon Filet,,부분(미승인),30,salmon
Ground Lamb,ground_lamb,정확,30,
Cayenne powder,cayenne_powder,정확,30,
Fresh Nutmeg,fresh_nutmeg,정확,30,
Goat cheese,goat_cheese,정확,30,
basil fresh,,부분(미승인),30,basil
Digestive Biscuits,digestive_biscuit,정확(수),30,
Pomegranate Molasses,pomegranate_molasses,정확,30,
weight Flour,,부분(미승인),30,flour
Full-fat Coconut Milk,,부분(미승인),30,milk|coconut
sage ground,,부분(미승인),30,sage
cilantro fresh,,부분(미승인),30,cilantro
bread crumbs fine,,부분(미승인),30,bread
parsley Salt,,부분(미승인),30,salt|parsley
pork offcuts,,부분(미승인),30,pork
beef stock prefer,,부분(미승인),30,beef|stock
dill weed freshly,,부분(미승인),30,dill
fennel bulbshalved,,부분(미승인),30,fennel
POLLY-O Natural Part Skim Ricotta Cheese,,부분(미승인),30,cheese
Lemon juice Salt,,부분(미승인),30,salt|juice|lemon
beef hash,,부분(미승인),29,beef
creamed spinach,creamed_spinach,정확,29,
chicken flavored,,부분(미승인),29,chicken
low-fat sweetened condensed milk,,부분(미승인),29,milk
Lipton soup mix,,부분(미승인),29,soup
regular chocolate pudding,,부분(미승인),29,chocolate|pudding
poultry season,,부분(미승인),29,poultry
green pineapple,,부분(미승인),29,green|pineapple
orange pekoe tea bags,orange_pekoe_tea_bag,정확(수),29,
apricot fruit spread,apricot_fruit_spread,정확,29,
sirloin steaks,sirloin_steak,정확(수),29,
coco,,부분(미승인),29,coco_lopez
hot cooked egg noodles,,부분(미승인),29,egg
low sugar,,부분(미승인),29,sugar
dry ice,,부분(미승인),29,ice
crisco shortening,crisco_shortening,정확,29,
golden Delicious apples,golden_delicious_apple,정확(수),29,
burgundy,,부분(미승인),29,burgundy_wine|red_burgundy_wine
bread dressing,,부분(미승인),29,bread
chunk-style peanut butter,,부분(미승인),29,butter|peanut
raisin juice,,부분(미승인),29,raisin|juice
English Cheese,,부분(미승인),29,cheese
Turkey Gravy,turkey_gravy,정확,29,
rum flavor,,부분(미승인),29,rum
granulated sugar substitute,,부분(미승인),29,sugar
hot black coffee,,부분(미승인),29,coffee
frosted flakes,frosted_flake,정확(수),29,
meat drippings,meat_dripping,정확(수),29,
apple dip,,부분(미승인),29,apple
chicken breast tenderloins,,부분(미승인),29,chicken
Irish potato,irish_potato,정확,29,
pork stuffing mix,pork_stuffing_mix,정확,29,
mashed pumpkin,,부분(미승인),29,pumpkin
flavorings,flavoring,정확(수),29,
Cream of Mushroom,,부분(미승인),29,cream|mushroom
corn bread dressing,,부분(미승인),29,corn|bread
ready-to-serve chicken broth,,부분(미승인),29,chicken|broth
flavoring oil,,부분(미승인),29,flavoring|oil
Lemon Grass,,부분(미승인),29,lemon
ground dill,,부분(미승인),29,dill
cold black coffee,,부분(미승인),29,coffee
chipped ham,,부분(미승인),29,ham
noniodized salt,,부분(미승인),29,salt
low-fat cream of celery soup,,부분(미승인),29,celery|soup|cream
hot salad oil,,부분(미승인),29,oil
orange pekoe,,부분(미승인),29,orange
cold cream,,부분(미승인),29,cream
tomato dressing,,부분(미승인),29,tomato
boneless skinless chicken,boneless_skinless_chicken,정확,29,
hot boiling water,,부분(미승인),29,water
Lemonade,lemonade,정확,29,
pineapple-orange juice,,부분(미승인),29,juice
almond halves,,부분(미승인),29,almond
Bay scallops,bay_scallop,정확(수),29,
stalk broccoli,,부분(미승인),29,broccoli
grated sweet potato,,부분(미승인),29,potato
blade,,부분(미승인),29,pork_blade_steak|blade_steak|mace_blade
green Spanish olives,,부분(미승인),29,green
sauerkraut juice,,부분(미승인),29,sauerkraut|juice
Marsala cooking wine,,부분(미승인),29,marsala|wine
semi-sweet mini chocolate chips,,부분(미승인),29,chocolate
Vanilla pudding,,부분(미승인),29,pudding|vanilla
beef-flavored bouillon granules,,부분(미승인),29,bouillon
peach nectar,peach_nectar,정확,29,
deli meat,,부분(미승인),29,meat
Cream of Celery soup,cream_of_celery_soup,정확,29,
pork steaks,pork_steak,정확(수),29,
broiler chickens,broiler_chicken,정확(수),29,
cold rice,,부분(미승인),29,rice
Dill weed,dill_weed,정확,29,
bulghur wheat,,부분(미승인),29,wheat
pork shoulder chops,pork_shoulder_chop,정확(수),29,
taco shell,taco_shell,정확,29,
Butter cookies,,부분(미승인),29,butter
frozen crab,,부분(미승인),29,crab
handful fresh basil,,부분(미승인),29,basil
unsalted nuts,unsalted_nut,정확(수),29,
squid rings,squid_ring,정확(수),29,
honey ham,,부분(미승인),29,ham|honey
cubed white bread,,부분(미승인),29,bread
corn nuts,,부분(미승인),29,corn
barbecued chicken,,부분(미승인),29,chicken
crawfish meat,,부분(미승인),29,meat|crawfish
thin slices fully cooked ham,,부분(미승인),29,ham
live,,부분(미승인),29,live_lobster|live_blue_crab
green gumdrops,,부분(미승인),29,green
White cake,,부분(미승인),29,cake
handful of fresh basil,,부분(미승인),29,basil
Sherry wine,sherry_wine,정확,29,
Hsing rice wine,,부분(미승인),29,wine|rice
white turnip,,부분(미승인),29,turnip
beef bouillon cube,beef_bouillon_cube,정확,29,
tuna steak,tuna_steak,정확,29,
Favorite Cheese,,부분(미승인),29,cheese
Uncle,,부분(미승인),29,uncle_ben's_converted_brand_rice
orange liquor,,부분(미승인),29,liquor|orange
Caramel Ice Cream Topping,caramel_ice_cream_topping,정확,29,
turkey breast half,turkey_breast_half,정확,29,
spinach fettuccine,spinach_fettuccine,정확,29,
light maple syrup,light_maple_syrup,정확,29,
Stalks celery,,부분(미승인),29,celery
Hickory,,부분(미승인),29,hickory_smoked_bacon|hickory_smoke_salt|hickory_flavored_barbecue_sauce
Ham bone,ham_bone,정확,29,
chicken breasts skinned,,부분(미승인),29,chicken
black oil,,부분(미승인),29,oil
Bouillon,bouillon,정확,29,
italian bread,italian_bread,정확,29,
green bell,,부분(미승인),29,green
bouquet,,부분(미승인),29,kitchen_bouquet|bouquet_garni
broccoli sprouts,,부분(미승인),29,broccoli
Red Apples,red_apple,정확(수),29,
braising steak,,부분(미승인),29,steak
tomato basil pasta sauce,,부분(미승인),29,tomato|pasta|basil
roll pan,,부분(미승인),29,roll
malt syrup,malt_syrup,정확,29,
Orange Peel,orange_peel,정확,29,
corn beef hash,corn_beef_hash,정확,29,
vegetarian Worcestershire sauce,vegetarian_worcestershire_sauce,정확,29,
fully cooked luncheon meat,,부분(미승인),29,meat
red pearl onions,red_pearl_onion,정확(수),29,
Lobsters,lobster,정확(수),29,
Chinese celery,chinese_celery,정확,29,
confit,,부분(미승인),29,duck_confit
quark cheese,,부분(미승인),29,cheese|quark
WHITE SAUCE,white_sauce,정확,29,
umeboshi vinegar,,부분(미승인),29,umeboshi|vinegar
fresh kaffir lime leaves,,부분(미승인),29,lime
pear liqueur,pear_liqueur,정확,29,
chocolate sorbet,chocolate_sorbet,정확,29,
BUNS,bun,정확(수),29,
soy sausage,,부분(미승인),29,sausage
egg tomatoes,,부분(미승인),29,egg
golden caster sugar,golden_caster_sugar,정확,29,
red jalapeno chiles,red_jalapeno_chile,정확(수),29,
chinese broccoli,,부분(미승인),29,broccoli
ground roasted cumin seeds,ground_roasted_cumin_seed,정확(수),29,
pralines,praline,정확(수),29,
black onion,,부분(미승인),29,onion
non dairy milk,,부분(미승인),29,milk
PIE,,부분(미승인),29,lemon_pie_filling|unbaked_9_inch_pie_shell|miniature_graham_cracker_pie_crust
apple liqueur,apple_liqueur,정확,29,
homemade beef,,부분(미승인),29,beef
SPICE,spice,정확,29,
COFFEE CAKE,,부분(미승인),29,coffee|cake
wholewheat flour,,부분(미승인),29,flour
Chive,chive,정확,29,
Italian Turkey Sausage,italian_turkey_sausage,정확,29,
cedar,,부분(미승인),29,cedar_plank
persian cucumber,persian_cucumber,정확,29,
BACON,bacon,정확,29,
THYME,thyme,정확,29,
DE,,부분(미승인),29,creme_de_banane|white_creme_de_cacao|creme_de_cassis
SHELL,,부분(미승인),29,small_shell_pasta|frozen_mini_tart_shell|unbaked_9_inch_pie_shell
veal demi-glace,,부분(미승인),29,veal
truffle butter,truffle_butter,정확,29,
Almond paste,almond_paste,정확,29,
Snapper,,부분(미승인),29,red_snapper_fillet|red_snapper
Hanout,,부분(미승인),29,ras_el_hanout_spice_mix
balsalmic vinegar,,부분(미승인),29,vinegar
potato ricer,,부분(미승인),29,potato
knob of ginger,,부분(미승인),29,ginger
Banyuls vinegar,,부분(미승인),29,vinegar
Red leaf lettuce,red_leaf_lettuce,정확,29,
Fresh Bean Sprouts,fresh_bean_sprout,정확(수),29,
sweet smoked Spanish paprika,,부분(미승인),29,paprika
Italian Style Bread Crumbs,,부분(미승인),29,bread
Cherry tomatoes,,부분(미승인),29,cherry
bulb Fennel,,부분(미승인),29,fennel
Rye flour,rye_flour,정확,29,
Vanilla pod,vanilla_pod,정확,29,
Anchovy fillets,anchovy_fillet,정확(수),29,
Kudzu,kudzu,정확,29,
Whole Wheat Pasta,whole_wheat_pasta,정확,29,
sugar blend,,부분(미승인),29,sugar
Cream Of Chicken,,부분(미승인),29,cream|chicken
Shelled Edamame,,부분(미승인),29,edamame
sugar caster,,부분(미승인),29,sugar|caster
Orange zested,,부분(미승인),29,orange
eggplant medium,,부분(미승인),29,eggplant
cocoa bittersweet,,부분(미승인),29,cocoa
grnd turkey,,부분(미승인),29,turkey
KRAFT Lite Raspberry Vinaigrette,,부분(미승인),29,raspberry|vinaigrette
BUTTER Creme Variegate,,부분(미승인),29,butter
walnut pcs,,부분(미승인),29,walnut
beef for stew,,부분(미승인),28,beef
mixed fruit jello,,부분(미승인),28,fruit
chicken spread,,부분(미승인),28,chicken
speck of salt,,부분(미승인),28,salt|speck
frozen white bread,,부분(미승인),28,bread
nonfat Ricotta cheese,,부분(미승인),28,cheese
Spanish Rice,spanish_rice,정확,28,
Hormel bacon bits,,부분(미승인),28,bacon
boneless skinless chicken breast halves,,부분(미승인),28,chicken
egg plant,,부분(미승인),28,egg
Espresso coffee,espresso_coffee,정확,28,
pea beans,,부분(미승인),28,pea
bottles ginger,,부분(미승인),28,ginger
minute steaks,minute_steak,정확(수),28,
thin slices lemon,,부분(미승인),28,lemon
coconut shavings,,부분(미승인),28,coconut
condensed beef bouillon,,부분(미승인),28,beef|bouillon
orange sugar,,부분(미승인),28,sugar|orange
chicken flavored stuffing mix,,부분(미승인),28,chicken
ground coconut,,부분(미승인),28,coconut
Espresso powder,espresso_powder,정확,28,
fudge ice cream topping,,부분(미승인),28,cream|fudge|ice
bacon chips,,부분(미승인),28,bacon
whole wheat toast,whole_wheat_toast,정확,28,
sweet green,,부분(미승인),28,green
all-purpose cream,,부분(미승인),28,cream
cooking chocolate,,부분(미승인),28,chocolate
onion mix,,부분(미승인),28,onion
green hot pepper,,부분(미승인),28,green|pepper
cream of Cheddar cheese soup,,부분(미승인),28,cheese|soup|cream
mixed pickle,,부분(미승인),28,pickle
frosting mix,,부분(미승인),28,frosting
Sugar Twin,sugar_twin,정확,28,
tomato relish,tomato_relish,정확,28,
chicken breast strips,,부분(미승인),28,chicken
Knorr,,부분(미승인),28,knorr_chicken_bouillon|knorr_vegetable_soup_mix
Italian plum,italian_plum,정확,28,
cream sandwiches,,부분(미승인),28,cream
chervil leaves,,부분(미승인),28,chervil
curd cream,,부분(미승인),28,cream|curd
bottles red wine,,부분(미승인),28,wine
Fresca,,부분(미승인),28,salsa_fresca
condensed broccoli cheese soup,,부분(미승인),28,cheese|soup|broccoli
ground turkey meat,,부분(미승인),28,meat|turkey
hot broth,,부분(미승인),28,broth
walnut flavoring,,부분(미승인),28,flavoring|walnut
white karo syrup,,부분(미승인),28,syrup
drops of green food coloring,,부분(미승인),28,green
turkey necks,turkey_neck,정확(수),28,
pita pocket,pita_pocket,정확,28,
pickling cucumber,pickling_cucumber,정확,28,
egg yokes,,부분(미승인),28,egg
cantaloupe chunks,,부분(미승인),28,cantaloupe
english peas,english_pea,정확(수),28,
cream pudding,,부분(미승인),28,cream|pudding
condensed chicken gumbo soup,,부분(미승인),28,soup|chicken
chicken cubes,,부분(미승인),28,chicken
beefy onion soup,,부분(미승인),28,onion|soup
pork crown roast,,부분(미승인),28,pork|roast
shredded cheese of choice,,부분(미승인),28,cheese
Queso,,부분(미승인),28,queso_fresco|queso_blanco|salsa_con_queso
corn flake,corn_flake,정확,28,
Fresh garlic,,부분(미승인),28,garlic
country style pork,,부분(미승인),28,pork
boiled cider,,부분(미승인),28,cider
light whipping cream,,부분(미승인),28,cream
ground green peppers,,부분(미승인),28,green
creamed corn,creamed_corn,정확,28,
ground curry,,부분(미승인),28,curry
tiger sauce,tiger_sauce,정확,28,
stem,,부분(미승인),28,broccoli_stem|parsley_stem|mushroom_stem
coarse mustard,,부분(미승인),28,mustard
liquid lecithin,liquid_lecithin,정확,28,
tartaric,tartaric,정확,28,
Vegetable spray,,부분(미승인),28,vegetable
Orange Rind,orange_rind,정확,28,
vinegar cider,,부분(미승인),28,cider|vinegar
's mustard,,부분(미승인),28,mustard
fine bulgur,,부분(미승인),28,bulgur
ears corn,,부분(미승인),28,corn
decorating,,부분(미승인),28,decorating_gel|red_decorating_gel|white_decorating_icing
niblet corn,,부분(미승인),28,corn
Oat Bran,oat_bran,정확,28,
green shrimp,,부분(미승인),28,shrimp|green
rice cake,rice_cake,정확,28,
carcass,,부분(미승인),28,chicken_carcass|turkey_carcass
green jalapeno pepper,green_jalapeno_pepper,정확,28,
chive blossoms,chive_blossom,정확(수),28,
Framboise,,부분(미승인),28,framboise_liqueur|framboise_eau_de_vie
baby leaf spinach,,부분(미승인),28,spinach
small ice cubes,,부분(미승인),28,ice
opal basil,opal_basil,정확,28,
Golden Delicious Apples,golden_delicious_apple,정확(수),28,
Garlic Pepper,,부분(미승인),28,pepper|garlic
oil spray,,부분(미승인),28,oil
pints ice cream,,부분(미승인),28,cream|ice
green Swiss chard,green_swiss_chard,정확,28,
course black pepper,,부분(미승인),28,pepper
Fiesta nacho cheese soup,fiesta_nacho_cheese_soup,정확,28,
cucumber slice,,부분(미승인),28,cucumber
cinnamon roll,cinnamon_roll,정확,28,
chamomile flowers,chamomile_flower,정확(수),28,
lightly packed mint leaves,,부분(미승인),28,mint
red jalapeno,,부분(미승인),28,jalapeno
jasmine tea,jasmine_tea,정확,28,
Slivered almonds,slivered_almond,정확(수),28,
Strawberry jam,strawberry_jam,정확,28,
italian,,부분(미승인),28,italian_seasoned_breadcrumb|hot_italian_sausage|mixed_italian_herb
seeded rye bread,,부분(미승인),28,bread
lemon vinaigrette,lemon_vinaigrette,정확,28,
lumpia skins,lumpia_skin,정확(수),28,
thick asparagus,,부분(미승인),28,asparagus
ground dried sage,,부분(미승인),28,sage
Orange and,,부분(미승인),28,orange
green hot pepper sauce,green_hot_pepper_sauce,정확,28,
spirulina powder,,부분(미승인),28,spirulina
Brownie Layer,,부분(미승인),28,brownie
white cranberry juice,white_cranberry_juice,정확,28,
Natural Applesauce,natural_applesauce,정확,28,
Chicken Marinade,,부분(미승인),28,marinade|chicken
bourbon vanilla,,부분(미승인),28,bourbon|vanilla
PEACHES,,부분(미승인),28,peaches_in_light_syrup|peaches_in_juice|peaches_in_heavy_syrup
vegetarian sausage,vegetarian_sausage,정확,28,
achiote seeds,,부분(미승인),28,achiote
Chinese eggplants,chinese_eggplant,정확(수),28,
firm pear,,부분(미승인),28,pear
red shallots,red_shallot,정확(수),28,
whole grain spelt flour,,부분(미승인),28,flour|spelt|grain
sauvignon blanc wine,sauvignon_blanc_wine,정확,28,
sazon goya con culantro,,부분(미승인),28,culantro
CHOCOLATE DRIZZLE,,부분(미승인),28,chocolate
fresh snow pea,fresh_snow_pea,정확,28,
vegetable stock base,vegetable_stock_base,정확,28,
SALAD DRESSING,salad_dressing,정확,28,
cherry pepper,cherry_pepper,정확,28,
Anglaise,,부분(미승인),28,creme_anglaise
braunschweiger sausage,braunschweiger_sausage,정확,28,
kentucky Bourbon,,부분(미승인),28,bourbon
light spelt flour,,부분(미승인),28,flour|spelt
dark corn syrup,dark_corn_syrup,정확,28,
milk chocolate melts,milk_chocolate_melt,정확(수),28,
ovaltine,ovaltine,정확,28,
Pastry Dough,pastry_dough,정확,28,
